t (s),u (deg),y (deg),current (A)
0.003100,-0.240877,0.249634,-1.243286
0.003150,-0.438153,0.333862,-1.527405
0.003200,-0.499013,0.327148,-1.273193
0.003250,-0.404508,0.213013,-0.603027
0.003300,-0.184062,0.032349,0.154114
0.003350,0.093691,-0.137939,0.939026
0.003400,0.342274,-0.273437,1.402893
0.003450,0.484292,-0.325928,1.469574
0.003500,0.475528,-0.276489,1.051025
0.003550,0.318712,-0.129395,0.289612
0.003600,0.062667,0.051270,-0.488892
0.003650,-0.212890,0.226440,-1.222839
0.003700,-0.422164,0.331421,-1.508636
0.003750,-0.500000,0.328979,-1.311493
0.003800,-0.422164,0.238037,-0.723724
0.003850,-0.212890,0.063477,0.105896
0.003900,0.062667,-0.113525,0.825195
0.003950,0.318712,-0.264893,1.396027
0.004000,0.475528,-0.327759,1.492767
0.004050,0.484292,-0.284424,1.097412
0.004100,0.342274,-0.156860,0.413971
0.004150,0.093691,0.032959,-0.370178
0.004200,-0.184062,0.204468,-1.151581
0.004250,-0.404508,0.319214,-1.516266
0.004300,-0.499013,0.335693,-1.351318
0.004350,-0.438153,0.242310,-0.755463
0.004400,-0.240877,0.088501,-0.007019
0.004450,0.031395,-0.104980,0.727386
0.004500,0.293893,-0.249023,1.342010
0.004550,0.464888,-0.321655,1.495056
0.004600,0.491144,-0.291138,1.155090
0.004650,0.364484,-0.159912,0.511932
0.004700,0.124345,0.010376,-0.330048
0.004750,-0.154508,0.198975,-1.094666
0.004800,-0.385257,0.309448,-1.495361
0.004850,-0.496057,0.338135,-1.385803
0.004900,-0.452414,0.258179,-0.846710
0.004950,-0.267913,0.094604,-0.116882
0.005000,-0.000000,-0.081177,0.697174
0.005050,0.267913,-0.245361,1.301727
0.005100,0.452414,-0.320435,1.480255
0.005150,0.496057,-0.301514,1.237030
0.005200,0.385257,-0.187378,0.575256
0.005250,0.154508,-0.005493,-0.259399
0.005300,-0.124345,0.171509,-1.002655
0.005350,-0.364484,0.304565,-1.469879
0.005400,-0.491144,0.338745,-1.446533
0.005450,-0.464888,0.267334,-0.966949
0.005500,-0.293893,0.123901,-0.178223
0.005550,-0.031395,-0.067139,0.642548
0.005600,0.240877,-0.224609,1.255951
0.005650,0.438153,-0.319214,1.503754
0.005700,0.499013,-0.310669,1.280670
0.005750,0.404508,-0.195312,0.674896
0.005800,0.184062,-0.029297,-0.162048
0.005850,-0.093691,0.161743,-0.960999
0.005900,-0.342274,0.293579,-1.446228
0.005950,-0.484292,0.342407,-1.471558
0.006000,-0.475528,0.289307,-1.007080
0.006050,-0.318712,0.136108,-0.227661
0.006100,-0.062667,-0.038452,0.540161
0.006150,0.212890,-0.216675,1.161499
0.006200,0.422164,-0.311890,1.510162
0.006250,0.500000,-0.313110,1.340485
0.006300,0.422164,-0.217896,0.725861
0.006350,0.212890,-0.042114,-0.027924
0.006400,-0.062667,0.134888,-0.862732
0.006450,-0.318712,0.286255,-1.385651
0.006500,-0.475528,0.343018,-1.497040
0.006550,-0.484292,0.293579,-1.049347
0.006600,-0.342274,0.163574,-0.352173
0.006650,-0.093691,-0.010986,0.415192
0.006700,0.184062,-0.191040,1.137543
0.006750,0.404508,-0.302734,1.481934
0.006800,0.499013,-0.320435,1.374054
0.006850,0.438153,-0.225830,0.838318
0.006900,0.240877,-0.073853,0.023804
0.006950,-0.031395,0.109863,-0.742340
0.007000,-0.293893,0.270386,-1.376190
0.007050,-0.464888,0.339966,-1.504822
0.007100,-0.491144,0.308838,-1.141510
0.007150,-0.364484,0.187988,-0.472107
0.007200,-0.124345,0.001221,0.368042
0.007250,0.154508,-0.169067,1.033783
0.007300,0.385257,-0.296631,1.480560
0.007350,0.496057,-0.325928,1.418762
0.007400,0.452414,-0.245361,0.883331
0.007450,0.267913,-0.101318,0.150146
0.007500,0.000000,0.098267,-0.698547
0.007550,-0.267913,0.249023,-1.288300
0.007600,-0.452414,0.338135,-1.522980
0.007650,-0.496057,0.317993,-1.219788
0.007700,-0.385257,0.196533,-0.523834
0.007750,-0.154508,0.029907,0.252991
0.007800,0.124345,-0.158691,1.004028
0.007850,0.364484,-0.280762,1.420441
0.007900,0.491144,-0.322266,1.437683
0.007950,0.464888,-0.261841,0.995789
0.008000,0.293893,-0.108643,0.208282
0.008050,0.031395,0.068970,-0.574188
0.008100,-0.240877,0.245972,-1.281433
0.008150,-0.438153,0.331421,-1.518860
0.008200,-0.499013,0.326538,-1.259766
0.008250,-0.404508,0.220947,-0.642090
0.008300,-0.184062,0.042114,0.192719
0.008350,0.093691,-0.132446,0.898590
0.008400,0.342274,-0.277100,1.398773
0.008450,0.484292,-0.328979,1.499481
0.008500,0.475528,-0.273437,1.035309
0.008550,0.318712,-0.135498,0.320435
0.008600,0.062667,0.059814,-0.543518
0.008650,-0.212890,0.223999,-1.193237
0.008700,-0.422164,0.332642,-1.528168
0.008750,-0.500000,0.332642,-1.342163
0.008800,-0.422164,0.231323,-0.685577
0.008850,-0.212890,0.065918,0.080261
0.008900,0.062667,-0.122070,0.876312
0.008950,0.318712,-0.266113,1.401672
0.009000,0.475528,-0.327759,1.494904
0.009050,0.484292,-0.286865,1.112518
0.009100,0.342274,-0.144653,0.426331
0.009150,0.093691,0.030518,-0.434570
0.009200,-0.184062,0.213623,-1.168060
0.009250,-0.404508,0.321045,-1.521454
0.009300,-0.499013,0.332031,-1.342468
0.009350,-0.438153,0.246582,-0.774536
0.009400,-0.240877,0.077515,0.039062
0.009450,0.031395,-0.101318,0.783539
0.009500,0.293893,-0.256958,1.322174
0.009550,0.464888,-0.327148,1.504211
0.009600,0.491144,-0.291138,1.135254
0.009650,0.364484,-0.169067,0.473480
0.009700,0.124345,0.018311,-0.300598
0.009750,-0.154508,0.191040,-1.087952
0.009800,-0.385257,0.315552,-1.492157
0.009850,-0.496057,0.337524,-1.403198
0.009900,-0.452414,0.255737,-0.881042
0.009950,-0.267913,0.103760,-0.081024
0.010000,-0.000000,-0.088501,0.657501
0.010050,0.267913,-0.239868,1.300659
0.010100,0.452414,-0.320435,1.505127
0.010150,0.496057,-0.302734,1.225281
0.010200,0.385257,-0.178223,0.594482
0.010250,0.154508,-0.010376,-0.251465
0.010300,-0.124345,0.181885,-1.031952
0.010350,-0.364484,0.303345,-1.475067
0.010400,-0.491144,0.341187,-1.440582
0.010450,-0.464888,0.272827,-0.931549
0.010500,-0.293893,0.116577,-0.213928
0.010550,-0.031395,-0.059204,0.617523
0.010600,0.240877,-0.231323,1.217346
0.010650,0.438153,-0.319824,1.515961
0.010700,0.499013,-0.312500,1.297607
0.010750,0.404508,-0.201416,0.646820
0.010800,0.184062,-0.024414,-0.115662
0.010850,-0.093691,0.158081,-0.941467
0.010900,-0.342274,0.289307,-1.420898
0.010950,-0.484292,0.344238,-1.474762
0.011000,-0.475528,0.283813,-1.030884
0.011050,-0.318712,0.142822,-0.260773
0.011100,-0.062667,-0.046387,0.496521
0.011150,0.212890,-0.210571,1.196289
0.011200,0.422164,-0.313721,1.494751
0.011250,0.500000,-0.317383,1.330414
0.011300,0.422164,-0.214233,0.758514
0.011350,0.212890,-0.050049,-0.066833
0.011400,-0.062667,0.127563,-0.818024
0.011450,-0.318712,0.281982,-1.411743
0.011500,-0.475528,0.342407,-1.520691
0.011550,-0.484292,0.296631,-1.077881
0.011600,-0.342274,0.153809,-0.370789
0.011650,-0.093691,-0.021973,0.472870
0.011700,0.184062,-0.192261,1.109009
0.011750,0.404508,-0.307007,1.499939
0.011800,0.499013,-0.323486,1.398926
0.011850,0.438153,-0.234375,0.802307
0.011900,0.240877,-0.077515,0.049438
0.011950,-0.031395,0.118408,-0.799103
0.012000,-0.293893,0.272217,-1.353912
0.012050,-0.464888,0.343628,-1.510010
0.012100,-0.491144,0.312500,-1.156158
0.012150,-0.364484,0.183105,-0.432129
0.012200,-0.124345,0.009766,0.343475
0.012250,0.154508,-0.174561,1.074219
0.012300,0.385257,-0.292358,1.450043
0.012350,0.496057,-0.319214,1.403198
0.012400,0.452414,-0.251465,0.907440
0.012450,0.267913,-0.089722,0.118408
0.012500,0.000000,0.087891,-0.671692
0.012550,-0.267913,0.253906,-1.321869
0.012600,-0.452414,0.335083,-1.529083
0.012650,-0.496057,0.311890,-1.194458
0.012700,-0.385257,0.198975,-0.538177
0.012750,-0.154508,0.014648,0.301666
0.012800,0.124345,-0.158081,1.006927
0.012850,0.364484,-0.291138,1.454926
0.012900,0.491144,-0.325928,1.420288
0.012950,0.464888,-0.257568,0.983124
0.013000,0.293893,-0.114746,0.223236
0.013050,0.031395,0.079346,-0.615387
0.013100,-0.240877,0.237427,-1.260223
0.013150,-0.438153,0.334473,-1.510620
0.013200,-0.499013,0.321045,-1.271667
0.013250,-0.404508,0.209961,-0.588226
0.013300,-0.184062,0.042725,0.183105
0.013350,0.093691,-0.145264,0.942230
0.013400,0.342274,-0.277710,1.425476
0.013450,0.484292,-0.328369,1.477051
0.013500,0.475528,-0.273437,1.035767
0.013550,0.318712,-0.123901,0.270844
0.013600,0.062667,0.053711,-0.520630
0.013650,-0.212890,0.232544,-1.230621
0.013700,-0.422164,0.328369,-1.528473
0.013750,-0.500000,0.328979,-1.326904
0.013800,-0.422164,0.233765,-0.693970
0.013850,-0.212890,0.057983,0.128784
0.013900,0.062667,-0.119629,0.857697
0.013950,0.318712,-0.269775,1.365051
0.014000,0.475528,-0.327148,1.493073
0.014050,0.484292,-0.278931,1.073151
0.014100,0.342274,-0.151978,0.387115
0.014150,0.093691,0.042725,-0.460358
0.014200,-0.184062,0.208130,-1.152954
0.014250,-0.404508,0.322876,-1.493835
0.014300,-0.499013,0.336304,-1.361389
0.014350,-0.438153,0.241089,-0.806274
0.014400,-0.240877,0.086060,0.003662
0.014450,0.031395,-0.109253,0.740051
0.014500,0.293893,-0.249634,1.349030
0.014550,0.464888,-0.326538,1.502686
0.014600,0.491144,-0.292969,1.166992
0.014650,0.364484,-0.159912,0.444031
0.014700,0.124345,0.009766,-0.339050
0.014750,-0.154508,0.198975,-1.045685
0.014800,-0.385257,0.310059,-1.499329
0.014850,-0.496057,0.339355,-1.409607
0.014900,-0.452414,0.259399,-0.856781
0.014950,-0.267913,0.096436,-0.125427
0.015000,-0.000000,-0.079956,0.697937
0.015050,0.267913,-0.244141,1.273499
0.015100,0.452414,-0.317383,1.515198
0.015150,0.496057,-0.308228,1.241150
0.015200,0.385257,-0.186157,0.561371
0.015250,0.154508,-0.020752,-0.204010
0.015300,-0.124345,0.172729,-1.013794
0.015350,-0.364484,0.308228,-1.452332
0.015400,-0.491144,0.339966,-1.443787
0.015450,-0.464888,0.279541,-0.971222
0.015500,-0.293893,0.123291,-0.174408
0.015550,-0.031395,-0.070190,0.585785
0.015600,0.240877,-0.225830,1.255798
0.015650,0.438153,-0.316162,1.508331
0.015700,0.499013,-0.311890,1.285400
0.015750,0.404508,-0.211182,0.682983
0.015800,0.184062,-0.031128,-0.158386
0.015850,-0.093691,0.145874,-0.904541
0.015900,-0.342274,0.293579,-1.454163
0.015950,-0.484292,0.342407,-1.501770
0.016000,-0.475528,0.285645,-1.008148
0.016050,-0.318712,0.149536,-0.283661
0.016100,-0.062667,-0.045166,0.555878
0.016150,0.212890,-0.206909,1.172638
0.016200,0.422164,-0.314941,1.512909
0.016250,0.500000,-0.318604,1.357117
0.016300,0.422164,-0.218506,0.722504
0.016350,0.212890,-0.056763,-0.042725
0.016400,-0.062667,0.137939,-0.880280
0.016450,-0.318712,0.281372,-1.423340
0.016500,-0.475528,0.341797,-1.495514
0.016550,-0.484292,0.300293,-1.076965
0.016600,-0.342274,0.158081,-0.320282
0.016650,-0.093691,-0.015259,0.431671
0.016700,0.184062,-0.198364,1.088409
0.016750,0.404508,-0.302734,1.501770
0.016800,0.499013,-0.319824,1.363678
0.016850,0.438153,-0.235596,0.811615
0.016900,0.240877,-0.064697,-0.000763
0.016950,-0.031395,0.114136,-0.752258
0.017000,-0.293893,0.271606,-1.366730
0.017050,-0.464888,0.340576,-1.523132
0.017100,-0.491144,0.308838,-1.133881
0.017150,-0.364484,0.184326,-0.452728
0.017200,-0.124345,-0.002441,0.318909
0.017250,0.154508,-0.171509,1.067963
0.017300,0.385257,-0.299072,1.482697
0.017350,0.496057,-0.322876,1.395111
0.017400,0.452414,-0.243530,0.917206
0.017450,0.267913,-0.096436,0.132751
0.017500,-0.000000,0.097046,-0.700989
0.017550,-0.267913,0.250244,-1.314545
0.017600,-0.452414,0.333862,-1.513214
0.017650,-0.496057,0.316162,-1.211700
0.017700,-0.385257,0.190430,-0.566101
0.017750,-0.154508,0.027466,0.271759
0.017800,0.124345,-0.163574,0.959625
0.017850,0.364484,-0.285645,1.453857
0.017900,0.491144,-0.322876,1.450500
0.017950,0.464888,-0.260620,0.964966
0.018000,0.293893,-0.103149,0.249481
0.018050,0.031395,0.073242,-0.606689
0.018100,-0.240877,0.247192,-1.280518
0.018150,-0.438153,0.332642,-1.529083
0.018200,-0.499013,0.322266,-1.279602
0.018250,-0.404508,0.214844,-0.612793
0.018300,-0.184062,0.034180,0.149078
0.018350,0.093691,-0.139771,0.931091
0.018400,0.342274,-0.284424,1.396942
0.018450,0.484292,-0.326538,1.475830
0.018500,0.475528,-0.272217,1.061401
0.018550,0.318712,-0.131226,0.300140
0.018600,0.062667,0.061035,-0.481567
0.018650,-0.212890,0.225830,-1.215668
0.018700,-0.422164,0.331421,-1.508942
0.018750,-0.500000,0.330200,-1.316071
0.018800,-0.422164,0.227661,-0.666199
0.018850,-0.212890,0.065918,0.096283
0.018900,0.062667,-0.125122,0.815125
0.018950,0.318712,-0.267944,1.389618
0.019000,0.475528,-0.327759,1.488037
0.019050,0.484292,-0.284424,1.105347
0.019100,0.342274,-0.143433,0.426025
0.019150,0.093691,0.031128,-0.430298
0.019200,-0.184062,0.202026,-1.111755
0.019250,-0.404508,0.321655,-1.513824
0.019300,-0.499013,0.333862,-1.373444
0.019350,-0.438153,0.248413,-0.779572
0.019400,-0.240877,0.077515,-0.035095
0.019450,0.031395,-0.100708,0.780334
0.019500,0.293893,-0.256348,1.318817
0.019550,0.464888,-0.326538,1.506958
0.019600,0.491144,-0.291138,1.186523
0.019650,0.364484,-0.169067,0.480347
0.019700,0.124345,0.023804,-0.296783
0.019750,-0.154508,0.189819,-1.085663
0.019800,-0.385257,0.317383,-1.507416
0.019850,-0.496057,0.335693,-1.409607
0.019900,-0.452414,0.252075,-0.868683
0.019950,-0.267913,0.098877,-0.062714
0.020000,-0.000000,-0.076294,0.675354
0.020050,0.267913,-0.242920,1.304474
0.020100,0.452414,-0.327148,1.499329
0.020150,0.496057,-0.304565,1.217804
0.020200,0.385257,-0.194702,0.592041
0.020250,0.154508,-0.009766,-0.251312
0.020300,-0.124345,0.165405,-0.978394
0.020350,-0.364484,0.303955,-1.474457
0.020400,-0.491144,0.340576,-1.441956
0.020450,-0.464888,0.274658,-0.935059
0.020500,-0.293893,0.131226,-0.210419
0.020550,-0.031395,-0.061035,0.619202
0.020600,0.240877,-0.216675,1.210937
0.020650,0.438153,-0.316162,1.515198
0.020700,0.499013,-0.308838,1.315002
0.020750,0.404508,-0.203247,0.654602
0.020800,0.184062,-0.036011,-0.122986
0.020850,-0.093691,0.157471,-0.955048
0.020900,-0.342274,0.292358,-1.432190
0.020950,-0.484292,0.347290,-1.473236
0.021000,-0.475528,0.291138,-1.040802
0.021050,-0.318712,0.144653,-0.256348
0.021100,-0.062667,-0.032349,0.507660
0.021150,0.212890,-0.209961,1.155548
0.021200,0.422164,-0.309448,1.528931
0.021250,0.500000,-0.316162,1.335754
0.021300,0.422164,-0.222168,0.741425
0.021350,0.212890,-0.048218,-0.088654
0.021400,-0.062667,0.131836,-0.837097
0.021450,-0.318712,0.281982,-1.382446
0.021500,-0.475528,0.346680,-1.514435
0.021550,-0.484292,0.295410,-1.068726
0.021600,-0.342274,0.169678,-0.365143
0.021650,-0.093691,-0.023804,0.407562
0.021700,0.184062,-0.187378,1.136017
0.021750,0.404508,-0.306396,1.499329
0.021800,0.499013,-0.321655,1.384125
0.021850,0.438153,-0.228271,0.785828
0.021900,0.240877,-0.074463,0.028839
0.021950,-0.031395,0.124512,-0.737915
0.022000,-0.293893,0.266113,-1.375732
0.022050,-0.464888,0.342407,-1.501007
0.022100,-0.491144,0.303955,-1.139069
0.022150,-0.364484,0.173340,-0.470734
0.022200,-0.124345,0.001221,0.364838
0.022250,0.154508,-0.182495,1.080170
0.022300,0.385257,-0.297241,1.478119
0.022350,0.496057,-0.322266,1.389618
0.022400,0.452414,-0.247803,0.887299
0.022450,0.267913,-0.085449,0.159149
0.022500,0.000000,0.093994,-0.691376
0.022550,-0.267913,0.258179,-1.327209
0.022600,-0.452414,0.338745,-1.521454
0.022650,-0.496057,0.315552,-1.224670
0.022700,-0.385257,0.201416,-0.533295
0.022750,-0.154508,0.018311,0.237122
0.022800,0.124345,-0.157471,1.001129
0.022850,0.364484,-0.289307,1.452637
0.022900,0.491144,-0.327148,1.450500
0.022950,0.464888,-0.256958,0.937195
0.023000,0.293893,-0.113525,0.209351
0.023050,0.031395,0.081787,-0.563354
0.023100,-0.240877,0.238647,-1.273346
0.023150,-0.438153,0.335083,-1.516266
0.023200,-0.499013,0.322876,-1.260529
0.023250,-0.404508,0.209961,-0.646973
0.023300,-0.184062,0.045776,0.186768
0.023350,0.093691,-0.144653,0.890350
0.023400,0.342274,-0.277710,1.424561
0.023450,0.484292,-0.327759,1.475830
0.023500,0.475528,-0.271606,1.036987
0.023550,0.318712,-0.124512,0.335693
0.023600,0.062667,0.053101,-0.521545
0.023650,-0.212890,0.217285,-1.178284
0.023700,-0.422164,0.328369,-1.520844
0.023750,-0.500000,0.332642,-1.349182
0.023800,-0.422164,0.231934,-0.699158
0.023850,-0.212890,0.054932,0.070343
0.023900,0.062667,-0.122070,0.868073
0.023950,0.318712,-0.261841,1.400604
0.024000,0.475528,-0.328369,1.498871
0.024050,0.484292,-0.280151,1.104736
0.024100,0.342274,-0.148315,0.361786
0.024150,0.093691,0.029907,-0.408325
0.024200,-0.184062,0.213013,-1.157074
0.024250,-0.404508,0.320435,-1.522064
0.024300,-0.499013,0.335083,-1.354980
0.024350,-0.438153,0.250244,-0.780029
0.024400,-0.240877,0.079346,0.032043
0.024450,0.031395,-0.098877,0.774994
0.024500,0.293893,-0.255127,1.350403
0.024550,0.464888,-0.324707,1.506653
0.024600,0.491144,-0.289917,1.141968
0.024650,0.364484,-0.169678,0.481567
0.024700,0.124345,0.018921,-0.359192
0.024750,-0.154508,0.192871,-1.055756
0.024800,-0.385257,0.318604,-1.495209
0.024850,-0.496057,0.344238,-1.424408
0.024900,-0.452414,0.261230,-0.843201
0.024950,-0.267913,0.111084,-0.095062
0.025000,-0.000000,-0.083618,0.716248
0.025050,0.267913,-0.236816,1.276093
0.025100,0.452414,-0.321655,1.508484
0.025150,0.496057,-0.305786,1.249695
0.025200,0.385257,-0.183716,0.559998
0.025250,0.154508,-0.017090,-0.229034
0.025300,-0.124345,0.175171,-1.028442
0.025350,-0.364484,0.300903,-1.450653
0.025400,-0.491144,0.339966,-1.451416
0.025450,-0.464888,0.277100,-0.958710
0.025500,-0.293893,0.122070,-0.170135
0.025550,-0.031395,-0.052490,0.585175
0.025600,0.240877,-0.224609,1.257172
0.025650,0.438153,-0.315552,1.531982
0.025700,0.499013,-0.306396,1.278839
0.025750,0.404508,-0.205688,0.665894
0.025800,0.184062,-0.025024,-0.179138
0.025850,-0.093691,0.151367,-0.915070
0.025900,-0.342274,0.299072,-1.419067
0.025950,-0.484292,0.341797,-1.491394
0.026000,-0.475528,0.286255,-1.002197
0.026050,-0.318712,0.146484,-0.277252
0.026100,-0.062667,-0.046387,0.554199
0.026150,0.212890,-0.206299,1.199188
0.026200,0.422164,-0.313110,1.501770
0.026250,0.500000,-0.314331,1.339722
0.026300,0.422164,-0.209961,0.703430
0.026350,0.212890,-0.050659,-0.062714
0.026400,-0.062667,0.142822,-0.818024
0.026450,-0.318712,0.280762,-1.411591
0.026500,-0.475528,0.344238,-1.494141
0.026550,-0.484292,0.297241,-1.078033
0.026600,-0.342274,0.156860,-0.321808
0.026650,-0.093691,-0.019531,0.450745
0.026700,0.184062,-0.197754,1.094513
0.026750,0.404508,-0.305786,1.497192
0.026800,0.499013,-0.319214,1.355591
0.026850,0.438153,-0.233765,0.812531
0.026900,0.240877,-0.065918,0.067902
0.026950,-0.031395,0.113525,-0.778198
0.027000,-0.293893,0.273437,-1.339264
0.027050,-0.464888,0.338745,-1.510162
0.027100,-0.491144,0.303955,-1.118622
0.027150,-0.364484,0.181885,-0.442810
0.027200,-0.124345,-0.004272,0.319977
0.027250,0.154508,-0.174561,1.071472
0.027300,0.385257,-0.299683,1.458588
0.027350,0.496057,-0.322876,1.416321
0.027400,0.452414,-0.253296,0.917816
0.027450,0.267913,-0.092773,0.119171
0.027500,-0.000000,0.101318,-0.655670
0.027550,-0.267913,0.255737,-1.324921
0.027600,-0.452414,0.337524,-1.508942
0.027650,-0.496057,0.314941,-1.203918
0.027700,-0.385257,0.194092,-0.561523
0.027750,-0.154508,0.025024,0.270386
0.027800,0.124345,-0.161743,0.959473
0.027850,0.364484,-0.288696,1.455383
0.027900,0.491144,-0.325317,1.452789
0.027950,0.464888,-0.264282,0.967712
0.028000,0.293893,-0.105591,0.247803
0.028050,0.031395,0.074463,-0.608673
0.028100,-0.240877,0.245972,-1.237183
0.028150,-0.438153,0.333862,-1.529083
0.028200,-0.499013,0.325928,-1.297913
0.028250,-0.404508,0.216064,-0.614319
0.028300,-0.184062,0.031738,0.159302
0.028350,0.093691,-0.139771,0.944519
0.028400,0.342274,-0.275879,1.407166
0.028450,0.484292,-0.328979,1.474609
0.028500,0.475528,-0.280151,1.050873
0.028550,0.318712,-0.133667,0.295715
0.028600,0.062667,0.045166,-0.479279
0.028650,-0.212890,0.223999,-1.214905
0.028700,-0.422164,0.325317,-1.539154
0.028750,-0.500000,0.325928,-1.314697
0.028800,-0.422164,0.236206,-0.707703
0.028850,-0.212890,0.057373,0.116272
0.028900,0.062667,-0.110474,0.823822
0.028950,0.318712,-0.267334,1.386719
0.029000,0.475528,-0.325928,1.511536
0.029050,0.484292,-0.281372,1.103516
0.029100,0.342274,-0.156250,0.404816
0.029150,0.093691,0.036621,-0.381622
0.029200,-0.184062,0.206909,-1.158447
0.029250,-0.404508,0.322266,-1.515656
0.029300,-0.499013,0.335083,-1.373138
0.029350,-0.438153,0.241699,-0.749664
0.029400,-0.240877,0.084229,-0.000916
0.029450,0.031395,-0.108032,0.738831
0.029500,0.293893,-0.254517,1.350708
0.029550,0.464888,-0.327148,1.501160
0.029600,0.491144,-0.295410,1.155396
0.029650,0.364484,-0.166016,0.445099
0.029700,0.124345,0.010986,-0.326843
0.029750,-0.154508,0.194092,-1.088257
0.029800,-0.385257,0.311890,-1.459808
0.029850,-0.496057,0.335693,-1.383972
0.029900,-0.452414,0.267334,-0.872955
0.029950,-0.267913,0.103760,-0.082245
0.030000,-0.000000,-0.070801,0.674286
0.030050,0.267913,-0.238037,1.297150
0.030100,0.452414,-0.317383,1.518555
0.030150,0.496057,-0.294800,1.250458
0.030200,0.385257,-0.185547,0.575409
0.030250,0.154508,-0.001831,-0.265808
0.030300,-0.124345,0.170898,-1.008453
0.030350,-0.364484,0.306396,-1.470795
0.030400,-0.491144,0.341797,-1.445618
0.030450,-0.464888,0.269775,-0.963135
0.030500,-0.293893,0.125122,-0.176239
0.030550,-0.031395,-0.065918,0.638275
0.030600,0.240877,-0.223999,1.247101
0.030650,0.438153,-0.320435,1.502228
0.030700,0.499013,-0.307007,1.283722
0.030750,0.404508,-0.197754,0.619965
0.030800,0.184062,-0.029297,-0.151367
0.030850,-0.093691,0.160522,-0.895081
0.030900,-0.342274,0.293579,-1.444550
0.030950,-0.484292,0.343628,-1.453705
0.031000,-0.475528,0.285034,-1.009674
0.031050,-0.318712,0.138550,-0.238495
0.031100,-0.062667,-0.037842,0.528564
0.031150,0.212890,-0.213623,1.155548
0.031200,0.422164,-0.311890,1.512756
0.031250,0.500000,-0.313721,1.346588
0.031300,0.422164,-0.219727,0.733643
0.031350,0.212890,-0.043945,-0.023041
0.031400,-0.062667,0.133667,-0.858917
0.031450,-0.318712,0.285645,-1.379700
0.031500,-0.475528,0.343628,-1.495361
0.031550,-0.484292,0.296021,-1.102142
0.031600,-0.342274,0.162964,-0.356140
0.031650,-0.093691,-0.012207,0.407410
0.031700,0.184062,-0.190430,1.131287
0.031750,0.404508,-0.302124,1.479797
0.031800,0.499013,-0.319214,1.378632
0.031850,0.438153,-0.228271,0.841217
0.031900,0.240877,-0.073242,0.029297
0.031950,-0.031395,0.106812,-0.759430
0.032000,-0.293893,0.265503,-1.369324
0.032050,-0.464888,0.336914,-1.493225
0.032100,-0.491144,0.303955,-1.129608
0.032150,-0.364484,0.184937,-0.469971
0.032200,-0.124345,0.002441,0.362854
0.032250,0.154508,-0.168457,1.050873
0.032300,0.385257,-0.293579,1.475677
0.032350,0.496057,-0.317383,1.402435
0.032400,0.452414,-0.241699,0.866699
