t (s),u (deg),y (deg),current (A)
0.006500,-0.000000,0.010376,0.162506
0.006550,0.117557,-0.071411,0.537262
0.006600,0.190211,-0.117798,0.742798
0.006650,0.190211,-0.120850,0.634003
0.006700,0.117557,-0.076904,0.306702
0.006750,0.000000,0.007324,-0.164185
0.006800,-0.117557,0.078735,-0.558014
0.006850,-0.190211,0.132446,-0.734863
0.006900,-0.190211,0.133057,-0.636444
0.006950,-0.117557,0.086670,-0.269318
0.007000,-0.000000,0.012207,0.171967
0.007050,0.117557,-0.072021,0.537720
0.007100,0.190211,-0.117798,0.736237
0.007150,0.190211,-0.120850,0.630035
0.007200,0.117557,-0.078125,0.306702
0.007250,-0.000000,0.005493,-0.128632
0.007300,-0.117557,0.083008,-0.557861
0.007350,-0.190211,0.134888,-0.733643
0.007400,-0.190211,0.133057,-0.631561
0.007450,-0.117557,0.087280,-0.266571
0.007500,-0.000000,0.010376,0.171661
0.007550,0.117557,-0.071411,0.538177
0.007600,0.190211,-0.118408,0.737915
0.007650,0.190211,-0.120850,0.626984
0.007700,0.117557,-0.077515,0.301971
0.007750,0.000000,0.006714,-0.126648
0.007800,-0.117557,0.080566,-0.557556
0.007850,-0.190211,0.133057,-0.732117
0.007900,-0.190211,0.132446,-0.630493
0.007950,-0.117557,0.087280,-0.266418
0.008000,-0.000000,0.007935,0.173035
0.008050,0.117557,-0.069580,0.538330
0.008100,0.190211,-0.119629,0.737610
0.008150,0.190211,-0.120850,0.627289
0.008200,0.117557,-0.076904,0.296783
0.008250,0.000000,0.003662,-0.127411
0.008300,-0.117557,0.083618,-0.553894
0.008350,-0.190211,0.133057,-0.727692
0.008400,-0.190211,0.135498,-0.632782
0.008450,-0.117557,0.086060,-0.302887
0.008500,0.000000,0.008545,0.171661
0.008550,0.117557,-0.070190,0.540009
0.008600,0.190211,-0.118408,0.733337
0.008650,0.190211,-0.119019,0.643005
0.008700,0.117557,-0.078125,0.303040
0.008750,0.000000,0.001831,-0.125580
0.008800,-0.117557,0.081787,-0.556946
0.008850,-0.190211,0.133057,-0.733795
0.008900,-0.190211,0.135498,-0.628510
0.008950,-0.117557,0.085449,-0.300903
0.009000,-0.000000,0.010986,0.173340
0.009050,0.117557,-0.070801,0.552063
0.009100,0.190211,-0.118408,0.736694
0.009150,0.190211,-0.119629,0.646820
0.009200,0.117557,-0.075684,0.295868
0.009250,0.000000,0.007324,-0.137482
0.009300,-0.117557,0.083618,-0.566254
0.009350,-0.190211,0.135498,-0.747375
0.009400,-0.190211,0.135498,-0.628815
0.009450,-0.117557,0.090332,-0.286560
0.009500,-0.000000,0.009766,0.187225
0.009550,0.117557,-0.069580,0.547485
0.009600,0.190211,-0.119629,0.737610
0.009650,0.190211,-0.123901,0.649414
0.009700,0.117557,-0.077515,0.299530
0.009750,0.000000,-0.000610,-0.135803
0.009800,-0.117557,0.082397,-0.564728
0.009850,-0.190211,0.133057,-0.751953
0.009900,-0.190211,0.134277,-0.631256
0.009950,-0.117557,0.089722,-0.288239
0.010000,-0.000000,0.009155,0.187225
0.010050,0.117557,-0.067749,0.558777
0.010100,0.190211,-0.117187,0.736389
0.010150,0.190211,-0.122681,0.642853
0.010200,0.117557,-0.072021,0.285034
0.010250,0.000000,0.003662,-0.144653
0.010300,-0.117557,0.085449,-0.535889
0.010350,-0.190211,0.131226,-0.744171
0.010400,-0.190211,0.135498,-0.621338
0.010450,-0.117557,0.089722,-0.286407
0.010500,0.000000,0.006714,0.186615
0.010550,0.117557,-0.068970,0.558014
0.010600,0.190211,-0.118408,0.731506
0.010650,0.190211,-0.119629,0.639801
0.010700,0.117557,-0.071411,0.287018
0.010750,0.000000,-0.000610,-0.142212
0.010800,-0.117557,0.088501,-0.537262
0.010850,-0.190211,0.133057,-0.743408
0.010900,-0.190211,0.134277,-0.623627
0.010950,-0.117557,0.089722,-0.286560
0.011000,-0.000000,0.007324,0.146179
0.011050,0.117557,-0.067749,0.559235
0.011100,0.190211,-0.120850,0.733032
0.011150,0.190211,-0.120850,0.642395
0.011200,0.117557,-0.073853,0.288544
0.011250,0.000000,0.002441,-0.150604
0.011300,-0.117557,0.084839,-0.536804
0.011350,-0.190211,0.133057,-0.742950
0.011400,-0.190211,0.135498,-0.618286
0.011450,-0.117557,0.086670,-0.282593
0.011500,-0.000000,0.008545,0.147858
0.011550,0.117557,-0.070190,0.559235
0.011600,0.190211,-0.120850,0.727997
0.011650,0.190211,-0.122070,0.638428
0.011700,0.117557,-0.073853,0.283813
0.011750,0.000000,0.002441,-0.150146
0.011800,-0.117557,0.083008,-0.534973
0.011850,-0.190211,0.131836,-0.736542
0.011900,-0.190211,0.134277,-0.617828
0.011950,-0.117557,0.089111,-0.285034
0.012000,-0.000000,0.007324,0.146179
0.012050,0.117557,-0.067139,0.555267
0.012100,0.190211,-0.118408,0.731812
0.012150,0.190211,-0.122070,0.642090
0.012200,0.117557,-0.073853,0.286102
0.012250,0.000000,0.000610,-0.152588
0.012300,-0.117557,0.083618,-0.537109
0.012350,-0.190211,0.131836,-0.738373
0.012400,-0.190211,0.133667,-0.639343
0.012450,-0.117557,0.085449,-0.281982
0.012500,0.000000,0.003052,0.146790
0.012550,0.117557,-0.065918,0.555878
0.012600,0.190211,-0.121460,0.729370
0.012650,0.190211,-0.119019,0.640564
0.012700,0.117557,-0.073242,0.319366
0.012750,0.000000,0.001831,-0.151062
0.012800,-0.117557,0.084229,-0.535889
0.012850,-0.190211,0.131836,-0.737762
0.012900,-0.190211,0.133057,-0.634308
0.012950,-0.117557,0.087891,-0.283356
0.013000,-0.000000,0.005493,0.147552
0.013050,0.117557,-0.065308,0.554352
0.013100,0.190211,-0.116577,0.727234
0.013150,0.190211,-0.119019,0.637817
0.013200,0.117557,-0.072021,0.321045
0.013250,0.000000,0.002441,-0.150757
0.013300,-0.117557,0.084229,-0.531769
0.013350,-0.190211,0.132446,-0.739441
0.013400,-0.190211,0.136108,-0.637665
0.013450,-0.117557,0.087280,-0.284729
0.013500,-0.000000,0.007935,0.147552
0.013550,0.117557,-0.067139,0.556030
0.013600,0.190211,-0.114746,0.743713
0.013650,0.190211,-0.120239,0.640869
0.013700,0.117557,-0.076904,0.314178
0.013750,0.000000,0.004883,-0.159607
0.013800,-0.117557,0.081177,-0.556641
0.013850,-0.190211,0.136719,-0.742798
0.013900,-0.190211,0.132446,-0.637054
0.013950,-0.117557,0.087280,-0.268250
0.014000,-0.000000,0.012207,0.164795
0.014050,0.117557,-0.071411,0.563965
0.014100,0.190211,-0.120239,0.742187
0.014150,0.190211,-0.123901,0.635223
0.014200,0.117557,-0.076294,0.306091
0.014250,0.000000,0.003662,-0.128174
0.014300,-0.117557,0.080566,-0.555420
0.014350,-0.190211,0.132446,-0.736237
0.014400,-0.190211,0.133667,-0.635223
0.014450,-0.117557,0.087891,-0.272827
0.014500,0.000000,0.010986,0.164490
0.014550,0.117557,-0.071411,0.539246
0.014600,0.190211,-0.123291,0.745392
0.014650,0.190211,-0.122681,0.636292
0.014700,0.117557,-0.078125,0.305176
0.014750,0.000000,0.003662,-0.168610
0.014800,-0.117557,0.080566,-0.558777
0.014850,-0.190211,0.133667,-0.730438
0.014900,-0.190211,0.135498,-0.632019
0.014950,-0.117557,0.086670,-0.269165
0.015000,-0.000000,0.010986,0.160980
0.015050,0.117557,-0.068970,0.534973
0.015100,0.190211,-0.119629,0.742798
0.015150,0.190211,-0.120850,0.635681
0.015200,0.117557,-0.079956,0.307007
0.015250,0.000000,0.004272,-0.167694
0.015300,-0.117557,0.079346,-0.558777
0.015350,-0.190211,0.133667,-0.734100
0.015400,-0.190211,0.135498,-0.634613
0.015450,-0.117557,0.086670,-0.264893
0.015500,-0.000000,0.009766,0.173492
0.015550,0.117557,-0.070190,0.538483
0.015600,0.190211,-0.119629,0.734100
0.015650,0.190211,-0.119629,0.628662
0.015700,0.117557,-0.077515,0.303345
0.015750,0.000000,0.004883,-0.127716
0.015800,-0.117557,0.079346,-0.556335
0.015850,-0.190211,0.133667,-0.733948
0.015900,-0.190211,0.132446,-0.630798
0.015950,-0.117557,0.084229,-0.264587
0.016000,-0.000000,0.009155,0.170898
0.016050,0.117557,-0.071411,0.538788
0.016100,0.190211,-0.115967,0.737152
0.016150,0.190211,-0.119629,0.629883
0.016200,0.117557,-0.075073,0.299072
0.016250,0.000000,0.005493,-0.130005
0.016300,-0.117557,0.079346,-0.551910
0.016350,-0.190211,0.131226,-0.729370
0.016400,-0.190211,0.134888,-0.631561
0.016450,-0.117557,0.086670,-0.267334
0.016500,-0.000000,0.009766,0.168762
0.016550,0.117557,-0.068970,0.535736
0.016600,0.190211,-0.119019,0.737762
0.016650,0.190211,-0.121460,0.647430
0.016700,0.117557,-0.075684,0.302582
0.016750,0.000000,0.003662,-0.126953
0.016800,-0.117557,0.079956,-0.557709
0.016850,-0.190211,0.130615,-0.732117
0.016900,-0.190211,0.135498,-0.632019
0.016950,-0.117557,0.089722,-0.302277
0.017000,0.000000,0.012817,0.171661
0.017050,0.117557,-0.064087,0.540009
0.017100,0.190211,-0.115967,0.738220
0.017150,0.190211,-0.118408,0.646210
0.017200,0.117557,-0.076294,0.300293
0.017250,0.000000,0.006104,-0.128632
0.017300,-0.117557,0.078735,-0.556183
0.017350,-0.190211,0.133057,-0.746155
0.017400,-0.190211,0.131836,-0.628967
0.017450,-0.117557,0.091553,-0.293427
0.017500,-0.000000,0.007935,0.181885
0.017550,0.117557,-0.073853,0.543365
0.017600,0.190211,-0.117187,0.735779
0.017650,0.190211,-0.122070,0.650024
0.017700,0.117557,-0.073853,0.299072
0.017750,0.000000,0.004883,-0.133362
0.017800,-0.117557,0.082397,-0.561066
0.017850,-0.190211,0.130005,-0.749359
0.017900,-0.190211,0.134888,-0.629730
0.017950,-0.117557,0.088501,-0.292511
0.018000,-0.000000,0.008545,0.183716
0.018050,0.117557,-0.067749,0.545654
0.018100,0.190211,-0.121460,0.738525
0.018150,0.190211,-0.125122,0.652466
0.018200,0.117557,-0.075684,0.299835
0.018250,0.000000,0.000000,-0.138550
0.018300,-0.117557,0.082397,-0.566559
0.018350,-0.190211,0.132446,-0.748138
0.018400,-0.190211,0.136719,-0.632324
0.018450,-0.117557,0.089722,-0.290222
0.018500,-0.000000,0.011597,0.186920
0.018550,0.117557,-0.067139,0.561981
0.018600,0.190211,-0.117798,0.734253
0.018650,0.190211,-0.122070,0.637817
0.018700,0.117557,-0.072632,0.284882
0.018750,0.000000,0.001221,-0.140686
0.018800,-0.117557,0.083618,-0.535736
0.018850,-0.190211,0.132446,-0.741119
0.018900,-0.190211,0.134888,-0.623932
0.018950,-0.117557,0.089722,-0.290375
0.019000,-0.000000,0.007324,0.146179
0.019050,0.117557,-0.066528,0.559845
0.019100,0.190211,-0.118408,0.732574
0.019150,0.190211,-0.121460,0.639343
0.019200,0.117557,-0.073853,0.286713
0.019250,0.000000,0.000610,-0.142822
0.019300,-0.117557,0.082397,-0.559387
0.019350,-0.190211,0.133667,-0.745850
0.019400,-0.190211,0.136719,-0.626221
0.019450,-0.117557,0.089722,-0.286102
0.019500,-0.000000,0.010986,0.148163
0.019550,0.117557,-0.067749,0.558777
0.019600,0.190211,-0.120239,0.732574
0.019650,0.190211,-0.122070,0.641785
0.019700,0.117557,-0.073242,0.321503
0.019750,0.000000,0.003052,-0.152435
0.019800,-0.117557,0.084229,-0.537567
0.019850,-0.190211,0.130615,-0.738373
0.019900,-0.190211,0.133057,-0.618439
0.019950,-0.117557,0.088501,-0.285797
0.020000,-0.000000,0.009155,0.148926
0.020050,0.117557,-0.068359,0.558167
0.020100,0.190211,-0.117798,0.730591
0.020150,0.190211,-0.121460,0.639648
0.020200,0.117557,-0.072021,0.284882
0.020250,0.000000,0.003052,-0.153961
0.020300,-0.117557,0.083008,-0.537415
0.020350,-0.190211,0.133057,-0.739136
0.020400,-0.190211,0.131226,-0.614929
0.020450,-0.117557,0.087891,-0.282135
0.020500,-0.000000,0.004883,0.149384
0.020550,0.117557,-0.067139,0.552216
0.020600,0.190211,-0.122070,0.728607
0.020650,0.190211,-0.119629,0.640564
0.020700,0.117557,-0.073853,0.286865
0.020750,-0.000000,0.004272,-0.152893
0.020800,-0.117557,0.086060,-0.538483
0.020850,-0.190211,0.131226,-0.738220
0.020900,-0.190211,0.134888,-0.636139
0.020950,-0.117557,0.086670,-0.281372
0.021000,0.000000,0.007324,0.150604
0.021050,0.117557,-0.068970,0.556641
0.021100,0.190211,-0.117798,0.727081
0.021150,0.190211,-0.123291,0.639496
0.021200,0.117557,-0.073242,0.319214
0.021250,0.000000,0.000000,-0.150757
0.021300,-0.117557,0.083618,-0.536194
0.021350,-0.190211,0.131226,-0.740204
0.021400,-0.190211,0.130615,-0.637512
0.021450,-0.117557,0.087280,-0.284424
0.021500,-0.000000,0.005493,0.151367
0.021550,0.117557,-0.065918,0.557709
0.021600,0.190211,-0.118408,0.744934
0.021650,0.190211,-0.119019,0.636597
0.021700,0.117557,-0.069580,0.312195
0.021750,0.000000,0.003662,-0.159302
0.021800,-0.117557,0.086060,-0.552368
0.021850,-0.190211,0.133057,-0.744019
0.021900,-0.190211,0.134888,-0.639648
0.021950,-0.117557,0.083618,-0.267639
0.022000,-0.000000,0.011597,0.167084
0.022050,0.117557,-0.071411,0.566406
0.022100,0.190211,-0.117798,0.746613
0.022150,0.190211,-0.121460,0.632477
0.022200,0.117557,-0.076294,0.303192
0.022250,0.000000,0.005493,-0.167542
0.022300,-0.117557,0.079346,-0.558624
0.022350,-0.190211,0.134888,-0.735779
0.022400,-0.190211,0.133057,-0.629578
0.022450,-0.117557,0.085449,-0.266266
0.022500,-0.000000,0.008545,0.163116
0.022550,0.117557,-0.072021,0.561066
0.022600,0.190211,-0.120850,0.739441
0.022650,0.190211,-0.120850,0.633698
0.022700,0.117557,-0.080566,0.307159
0.022750,0.000000,0.002441,-0.162354
0.022800,-0.117557,0.079346,-0.555878
0.022850,-0.190211,0.131226,-0.738068
0.022900,-0.190211,0.135498,-0.633392
0.022950,-0.117557,0.087891,-0.270996
0.023000,-0.000000,0.012817,0.166321
0.023050,0.117557,-0.068970,0.565491
0.023100,0.190211,-0.118408,0.742187
0.023150,0.190211,-0.119629,0.630798
0.023200,0.117557,-0.078125,0.303955
0.023250,0.000000,0.004272,-0.166168
0.023300,-0.117557,0.081787,-0.557556
0.023350,-0.190211,0.131836,-0.731354
0.023400,-0.190211,0.134277,-0.630341
0.023450,-0.117557,0.083008,-0.267334
0.023500,-0.000000,0.011597,0.160828
0.023550,0.117557,-0.071411,0.564117
0.023600,0.190211,-0.115967,0.741882
0.023650,0.190211,-0.122070,0.632935
0.023700,0.117557,-0.076294,0.305481
0.023750,0.000000,0.004883,-0.126343
0.023800,-0.117557,0.079956,-0.557861
0.023850,-0.190211,0.133667,-0.733185
0.023900,-0.190211,0.134277,-0.631409
0.023950,-0.117557,0.086060,-0.267029
0.024000,-0.000000,0.007935,0.172424
0.024050,0.117557,-0.069580,0.538025
0.024100,0.190211,-0.118408,0.737762
0.024150,0.190211,-0.121460,0.645599
0.024200,0.117557,-0.078125,0.303040
0.024250,0.000000,0.002441,-0.128479
0.024300,-0.117557,0.082397,-0.557251
0.024350,-0.190211,0.131836,-0.734711
0.024400,-0.190211,0.134888,-0.629578
0.024450,-0.117557,0.082397,-0.262299
0.024500,-0.000000,0.013428,0.171814
0.024550,0.117557,-0.069580,0.537415
0.024600,0.190211,-0.117187,0.734863
0.024650,0.190211,-0.119629,0.626526
0.024700,0.117557,-0.075684,0.299683
0.024750,0.000000,0.006714,-0.125580
0.024800,-0.117557,0.079346,-0.554352
0.024850,-0.190211,0.133057,-0.729218
0.024900,-0.190211,0.131836,-0.633240
0.024950,-0.117557,0.083618,-0.267334
0.025000,0.000000,0.011597,0.172424
0.025050,0.117557,-0.071411,0.535278
0.025100,0.190211,-0.116577,0.737915
0.025150,0.190211,-0.120239,0.648041
0.025200,0.117557,-0.073853,0.300903
0.025250,0.000000,0.004272,-0.127716
0.025300,-0.117557,0.080566,-0.555878
0.025350,-0.190211,0.126343,-0.730286
0.025400,-0.190211,0.133057,-0.630493
0.025450,-0.117557,0.087891,-0.303955
0.025500,-0.000000,0.009766,0.169983
0.025550,0.117557,-0.063477,0.536499
0.025600,0.190211,-0.116577,0.738220
0.025650,0.190211,-0.122070,0.650024
0.025700,0.117557,-0.073242,0.300140
0.025750,0.000000,0.006104,-0.128174
0.025800,-0.117557,0.078735,-0.553436
0.025850,-0.190211,0.128784,-0.742645
0.025900,-0.190211,0.133057,-0.630035
0.025950,-0.117557,0.083618,-0.296783
0.026000,-0.000000,0.009155,0.178680
0.026050,0.117557,-0.068359,0.543823
0.026100,0.190211,-0.119629,0.736694
0.026150,0.190211,-0.122681,0.649109
0.026200,0.117557,-0.076904,0.301666
0.026250,0.000000,0.000610,-0.134125
0.026300,-0.117557,0.084839,-0.566559
0.026350,-0.190211,0.132446,-0.748749
0.026400,-0.190211,0.133667,-0.629272
0.026450,-0.117557,0.090332,-0.289764
0.026500,-0.000000,0.007324,0.185242
0.026550,0.117557,-0.068970,0.559998
0.026600,0.190211,-0.118408,0.737762
0.026650,0.190211,-0.121460,0.640259
0.026700,0.117557,-0.073242,0.285339
0.026750,0.000000,0.001831,-0.143890
0.026800,-0.117557,0.082397,-0.560913
0.026850,-0.190211,0.134888,-0.744781
0.026900,-0.190211,0.133667,-0.626678
0.026950,-0.117557,0.092163,-0.289001
0.027000,-0.000000,0.007935,0.186310
0.027050,0.117557,-0.067749,0.562286
0.027100,0.190211,-0.120239,0.735321
0.027150,0.190211,-0.121460,0.638275
0.027200,0.117557,-0.069580,0.287170
0.027250,0.000000,0.000610,-0.142212
0.027300,-0.117557,0.087891,-0.566406
0.027350,-0.190211,0.134277,-0.747986
0.027400,-0.190211,0.134277,-0.625763
0.027450,-0.117557,0.088501,-0.284882
0.027500,-0.000000,0.004272,0.188293
0.027550,0.117557,-0.064697,0.558319
0.027600,0.190211,-0.121460,0.731964
0.027650,0.190211,-0.119629,0.640564
0.027700,0.117557,-0.073853,0.286713
0.027750,0.000000,0.003662,-0.151978
0.027800,-0.117557,0.084229,-0.536194
0.027850,-0.190211,0.131226,-0.736237
0.027900,-0.190211,0.134277,-0.617065
0.027950,-0.117557,0.086670,-0.284424
0.028000,-0.000000,0.005493,0.146027
0.028050,0.117557,-0.066528,0.555573
0.028100,0.190211,-0.121460,0.729218
0.028150,0.190211,-0.120850,0.638580
0.028200,0.117557,-0.073242,0.284271
0.028250,0.000000,0.002441,-0.148773
0.028300,-0.117557,0.083008,-0.532837
0.028350,-0.190211,0.131226,-0.737305
0.028400,-0.190211,0.134277,-0.616302
0.028450,-0.117557,0.087891,-0.283966
0.028500,-0.000000,0.009155,0.144043
0.028550,0.117557,-0.068970,0.554657
0.028600,0.190211,-0.120239,0.729523
0.028650,0.190211,-0.122070,0.639954
0.028700,0.117557,-0.075073,0.287628
0.028750,0.000000,0.002441,-0.149384
0.028800,-0.117557,0.083618,-0.535889
0.028850,-0.190211,0.132446,-0.738373
0.028900,-0.190211,0.133667,-0.618744
0.028950,-0.117557,0.087280,-0.286102
0.029000,0.000000,0.007324,0.147095
0.029050,0.117557,-0.067139,0.557556
0.029100,0.190211,-0.119019,0.732422
0.029150,0.190211,-0.122681,0.643463
0.029200,0.117557,-0.073853,0.318451
0.029250,0.000000,0.001831,-0.154114
0.029300,-0.117557,0.076294,-0.535889
0.029350,-0.190211,0.132446,-0.742187
0.029400,-0.190211,0.133057,-0.639191
0.029450,-0.117557,0.087891,-0.282440
0.029500,-0.000000,0.007935,0.149231
0.029550,0.117557,-0.065308,0.559082
0.029600,0.190211,-0.117187,0.729065
0.029650,0.190211,-0.123291,0.638885
0.029700,0.117557,-0.070190,0.323334
0.029750,0.000000,0.001831,-0.154419
0.029800,-0.117557,0.078735,-0.538483
0.029850,-0.190211,0.132446,-0.736389
0.029900,-0.190211,0.133667,-0.645599
0.029950,-0.117557,0.087891,-0.281372
0.030000,-0.000000,0.010986,0.152740
0.030050,0.117557,-0.067139,0.561371
0.030100,0.190211,-0.120239,0.733948
0.030150,0.190211,-0.119629,0.637817
0.030200,0.117557,-0.072021,0.317230
0.030250,0.000000,0.002441,-0.155792
0.030300,-0.117557,0.076294,-0.550232
0.030350,-0.190211,0.129395,-0.737305
0.030400,-0.190211,0.131836,-0.635529
0.030450,-0.117557,0.080566,-0.270538
0.030500,-0.000000,0.010376,0.157623
0.030550,0.117557,-0.071411,0.561676
0.030600,0.190211,-0.117187,0.738831
0.030650,0.190211,-0.120850,0.635529
0.030700,0.117557,-0.078735,0.307922
0.030750,0.000000,0.006104,-0.165100
0.030800,-0.117557,0.080566,-0.559998
0.030850,-0.190211,0.132446,-0.735168
0.030900,-0.190211,0.132446,-0.630493
0.030950,-0.117557,0.085449,-0.271759
0.031000,-0.000000,0.008545,0.159912
0.031050,0.117557,-0.072632,0.564575
0.031100,0.190211,-0.119629,0.744781
0.031150,0.190211,-0.121460,0.635681
0.031200,0.117557,-0.079346,0.304260
0.031250,0.000000,0.001831,-0.163879
0.031300,-0.117557,0.081787,-0.559235
0.031350,-0.190211,0.131836,-0.735168
0.031400,-0.190211,0.136108,-0.632935
0.031450,-0.117557,0.086670,-0.268555
0.031500,-0.000000,0.009766,0.164490
0.031550,0.117557,-0.069580,0.564728
0.031600,0.190211,-0.118408,0.742035
0.031650,0.190211,-0.122070,0.635071
0.031700,0.117557,-0.078735,0.307922
0.031750,0.000000,0.001831,-0.161896
0.031800,-0.117557,0.079346,-0.562592
0.031850,-0.190211,0.129395,-0.734863
0.031900,-0.190211,0.135498,-0.633545
0.031950,-0.117557,0.084229,-0.269165
0.032000,-0.000000,0.012817,0.161743
0.032050,0.117557,-0.073242,0.538177
0.032100,0.190211,-0.118408,0.745697
0.032150,0.190211,-0.123291,0.633087
0.032200,0.117557,-0.076904,0.304413
0.032250,0.000000,0.004272,-0.125580
0.032300,-0.117557,0.081177,-0.558472
0.032350,-0.190211,0.133057,-0.734100
0.032400,-0.190211,0.135498,-0.630341
0.032450,-0.117557,0.084839,-0.267944
0.032500,-0.000000,0.007935,0.170746
0.032550,0.117557,-0.072632,0.535736
